file,path,phash
ITOW_3_4_01.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/0605/ITOW_3_4_01.tif,91f403341e8e0460e7478ebe6164fb825c1a86c9bb930a0f6363d979e4463720050d6e30db3299d867b723e8e0c8ce279b9ddde721855c60c8e8e4d31c94a363deeff64848777fcd81254db472607dc53b9b2031f3e9c746767aaac696c399a83084d6f0b676a6c6a4d9a934de64f611658f9b11d9c55b1b31956793ae39d137
ITOW_3_1_05.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/0605/ITOW_3_1_05.tif,f71c8da94a3dd39adf38f5f5659daf74623af45aceb53a2f0a9e0c44d199a0c429904cccc85a6fea222f75edd0ffc684fd7e573251559cfef052a00e7af14bd2a285cb4f2015c4a7a13554020ea1144b24b9731d8858db1e2d527501871b3be3ca89934d7d6a136903e5ef3b5f7c930ed4b5188597c912291164ed0bafa1df1c
ITOW_3_3_01.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/0605/ITOW_3_3_01.tif,844e5871090b8dd6ddd09e766d198f6f00b33d8de913affc3f207ed3d0806b0669f0f0a3cc7226e34227f3ab53fb298ea2e0341d487f6af4c0b389ee1ef3123082787aec37977d4d9de1a13388ef225833dfc54b8f0d8b892e0b134cde2fc4d6a4afd82c15912e286e1e65c4d82eac2b70bd2e36816ef0f9330cd8c6d7290c75
ITOem_1_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/0605/ITOem_1_04.tif,bfd6143f2a5744c0c47d28b0125bc71ba85d6ae8ec6f494746cd562a990fd6c9399d5f7cd518c8a05ce654c7fcfc686cc207f73161ad151fe14cb4c60e255543d0cbbf31146d5511c65eefd6b0d10c7f16422edfe74da2f26a770a49b1cfa23067fd5352c784138969b1582a1b0644bb3f6c498ac7c8986963ba0cdbef426907
ITOW_3_4_03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/0605/ITOW_3_4_03.tif,d7fbaa872ac75512d522a9b42dae74b178d35df9cad5f3090ebd745eb50aea212afb5943dbda124a62549555d4a18b63b8085ca76f0a1a75d6796aea28b86552d55e8aa26a2c1548d7a0eaa2b96454a6024e907ad7f6badc3a71fde7d4c08aa12bad5453d17fab1e80610d57bbcad0394fbe9221c2154b28167e431db1f4d255
ITOW_3_4_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/0605/ITOW_3_4_04.tif,f3d00a102b0fd95ddc05e4e754e0144c13a1179fff4bccd462ae6644946a31882b79d553c10b8e3f2a86521895debb4dcfd8f90f3b83e776c06e0af868ad1d84d70daa3a3a237570d772e2cdbbd18fcf0980bb33f43c0a336e5f60b6c4068eafac15f3366d6bc0e62a819c1276645d08118fd56687d2093ddfb8fb849c2ac9f9
ITOW_3_1_06.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/0605/ITOW_3_1_06.tif,8e706a1d62156e5df3d48ac55bd5edc64beda1f1bd8fbdd3189f9171b5323ab23862b61ffc5226362ff04720e042e05eeb7ef7dc038a7848d00a6c7c0f38307cfd75fe6d3cf50614b1950da5ba8705ad75f5bc81800ca5c10429d1e8cd788b66681d5f77db60775dab8ac540fa54708823d45ebef57033ad209b0600c2a3d791
ITOem_1_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/0605/ITOem_1_02.tif,d36799cc628fa56ff3482a8138db4eb6bc73b65e997dad4a5098c505f5bc86212b345d708596eda96783d661d9128b9b9996e9292fe4b0e5c69baa612d2f0958a896a5911a62f555c0dc8eafc434905613a4dec7cee0bada6a73d613c0b3888743ed1700d731fa48a857dde4451486304a433dc3a79bef17516e22bee8f734f1
ITOW_3_5_01.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/0605/ITOW_3_5_01.tif,cd9832aa78b93e83b23a2ec93f960f115fd9b3199f747d916f55372aa2dd41b5532065c3b3ea6666536d91bfa4d1dda1b81155325afb0191b647ea0c664f32669116180b6402645c98348a6dc8dd9d3ad644e078e41037234d9e790b8366beee41c37966644d8819edbb6f4c5e2c5532700ec93f81f5f44f7fdb7904b90e99e5
ITOW_3_3_03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/0605/ITOW_3_3_03.tif,8696fadb2e0e456cfeccc29c0a7da9c58c307542ca58f6c421a53d37896b272f0af65adf94e0032f3ef62105d4f0aaadc729015a1397a6c4e1278fa5520bdb418e5e82ce69ef16de9acfae1c2caddcb26fef187a95a7393b2975411e95f93b8f06f43d4b7e5ca83d80a0d8a7fc58f0c3058368e4e01b4ee134018e3198c76f91
